time,pressure
58.400000000000006,36.17671454704524
58.6,32.6648897331493
58.800000000000004,34.5101587710008
59,31.955564894685626
59.2,29.115189847240817
59.400000000000006,32.65164710753913
59.6,33.53021550860017
59.800000000000004,34.42752224645876
60,34.89812916188304
60.2,29.211402336511167
60.400000000000006,33.15661651190797
60.6,32.96397953763731
60.800000000000004,34.22609599659515
61,34.40936209547366
61.2,32.46926341104318
61.400000000000006,28.511640256220787
61.6,34.24716770086498
61.800000000000004,30.11448093275119
62,27.657234111437166
62.2,31.236688774291235
62.400000000000006,32.83330582140848
62.6,34.357585584643395
62.800000000000004,29.491987074058372
63,31.53502375264992
63.2,30.092069444967677
63.400000000000006,36.1094455310033
63.6,33.86953382214974
63.800000000000004,33.8753964727192
64,30.720988706902634
64.2,33.70133113291613
64.4,30.093948530347458
64.60000000000001,32.764381789809626
64.8,35.784154938380794
65,30.53684455543531
65.2,33.85314301670955
65.4,30.16793781853256
65.60000000000001,32.270244853544774
65.8,33.98408723752029
66,31.8858285809783
66.2,32.73315532039052
66.4,34.594154439599954
66.60000000000001,31.915800000795187
66.8,30.956230214322684
67,29.632681903277668
67.2,31.435460524825885
67.4,30.91513729616113
67.60000000000001,31.199352574195306
67.8,32.20601374356925
68,28.86456418778575
68.2,27.805349641932647
68.4,30.890367765144077
68.60000000000001,33.50605576770717
68.8,31.476107371173924
69,35.10246923506944
69.2,30.16348515088521
69.4,34.836110933508365
69.60000000000001,37.33736033541442
69.8,28.759688323191387
70,31.11670791711144
70.2,32.01599916924506
70.4,35.557949107895574
70.60000000000001,30.188449027082527
70.8,32.85648085254228
71,31.995810254691794
71.2,28.556013290631213
71.4,34.97318138740466
71.60000000000001,31.443803453187268
71.8,34.5241984214542
72,35.856383339032796
72.2,31.243155312007033
72.4,36.05140436679435
72.60000000000001,31.583343882277987
72.8,30.47627504857522
73,35.21796498911616
73.2,30.171309230651037
73.4,34.486092597891506
73.60000000000001,33.966920778569815
73.8,33.673641092602445
74,32.3734523771248
74.2,32.41010780432122
74.4,30.878006755550135
74.60000000000001,31.965419214124037
74.8,28.925189365323135
75,34.742337677206145
75.2,32.204514722933155
75.4,32.83199948159676
75.60000000000001,36.28221830138043
75.8,34.10278762987948
76,30.439661187461876
76.2,29.47801779225458
76.4,27.980072606190376
76.60000000000001,29.686889814536126
76.80000000000001,31.04082289649752
77,33.39073514818134
77.2,33.08934589282253
77.4,34.77040410404945
77.60000000000001,29.46165911094633
77.80000000000001,33.79766005109247
78,32.31841120735066
78.2,36.47629892619556
78.4,36.043609730622784
78.60000000000001,30.609551193531676
78.80000000000001,27.44067291400181
79,31.800903383898042
79.2,33.325660220990436
79.4,28.802873484640255
79.60000000000001,33.38692037876839
79.80000000000001,34.27129390238103
80,26.314335043804704
80.2,33.35597002147119
80.4,35.26622672262444
80.60000000000001,34.437136833580624
80.80000000000001,31.66217005067288
81,27.779368646709543
81.2,30.967408746999755
81.4,29.66212698501991
81.60000000000001,34.4764460215949
81.80000000000001,29.857034691169527
82,34.619367321354815
82.2,32.252720293273235
82.4,31.813091344488058
82.60000000000001,30.52420390542392
82.80000000000001,31.041226673234053
83,30.064477054712807
83.2,32.01261893050441
83.4,34.201575140284
83.60000000000001,34.810541685557595
83.80000000000001,32.45173749838825
84,30.30848616079041
84.2,29.689166539238936
84.4,29.84329183445772
84.60000000000001,31.566550217825853
84.80000000000001,32.82967115876935
85,34.44577268960276
85.2,32.36397089900319
85.4,31.743332018811746
85.60000000000001,29.18497066075356
85.80000000000001,31.30782585619993
86,31.391613291305294
86.2,38.2208969137575
86.4,34.50423086655758
86.60000000000001,32.46931946374413
86.80000000000001,33.09229535191199
87,33.4846903706627
87.2,35.81158850034938
87.4,35.134494701174155
87.60000000000001,33.80091991682873
87.80000000000001,32.61255095896336
88,33.95604483280187
88.2,31.657795470389626
88.4,32.189588134524904
88.60000000000001,32.50126346474894
88.80000000000001,31.96398079290088
89,32.52186317759867
89.2,28.258474403642598
89.4,32.12826949435648
89.60000000000001,31.27430982754626
89.80000000000001,32.4627464119857
90,31.583252944075507
90.2,36.56170014150823
90.4,33.20857872616992
90.60000000000001,33.29953305368222
90.80000000000001,34.016897340038604
91,32.70727934996551
91.2,31.457757182580348
91.4,30.790107590449846
91.60000000000001,33.39277793224354
91.80000000000001,28.98149008029476
92,30.402448485666042
92.2,32.14615120532497
92.4,32.98704546289576
92.60000000000001,30.5988645833915
92.80000000000001,29.245582446661814
93,34.96305385389081
93.2,28.134790106752934
93.4,31.765986556777026
93.60000000000001,31.521226851914246
93.80000000000001,30.463543941974745
94,33.195416772070615
94.2,30.246573973176908
94.4,30.124483183468154
94.60000000000001,33.477366837637994
94.80000000000001,30.561812786265225
95,33.431606389748744
95.2,37.11939660526367
95.4,32.69846606703788
95.60000000000001,27.87009026734034
95.80000000000001,32.68787852681554
96,35.52785509668738
96.2,30.150166466624814
96.4,31.443019436917258
96.60000000000001,33.10670171622866
96.80000000000001,30.187892748420648
97,35.098742006897275
97.2,29.6287792714848
97.4,31.48664126246489
97.60000000000001,33.31761141846629
97.80000000000001,28.794369517746393
98,35.65406561463957
98.2,32.7171291421301
98.4,35.23542622111122
98.60000000000001,34.73822604491215
98.80000000000001,33.17230676376183
99,31.411723410529277
99.2,33.60043826965249
99.4,30.09495731698337
99.60000000000001,36.51200039646405
99.80000000000001,30.013986877006445
