time,pressure
0,31.681616742900236
0.2,33.79844702375727
0.4,33.731309382493045
0.6000000000000001,28.929445523717945
0.8,35.656611452385334
1,34.08341761104011
1.2000000000000002,31.637849534714835
1.4000000000000001,31.270674129516518
1.6,32.69242917711549
1.8,34.37321302134088
2,28.87839788402246
2.2,29.286058355880808
2.4000000000000004,33.0260847263105
2.6,32.0667454426519
2.8000000000000003,31.077951895473067
3,35.53566691855384
3.2,31.352119949891886
3.4000000000000004,33.348330247582965
3.6,33.15789344620625
3.8000000000000003,30.107474881065457
4,29.44909359179748
4.2,33.722197627680934
4.4,32.448891169735035
4.6000000000000005,32.73903463557398
4.800000000000001,30.475172722404
5,31.96913727860581
5.2,31.06893906324029
5.4,35.27645760554329
5.6000000000000005,30.500313700432482
5.800000000000001,31.093675378819864
6,36.40248460407897
6.2,34.09244755275981
6.4,32.279380097075794
6.6000000000000005,34.31676451942321
6.800000000000001,32.87749875761741
7,32.459963813075895
7.2,31.020099158444797
7.4,30.87855468050786
7.6000000000000005,32.502793652942664
7.800000000000001,30.522916636417747
8,32.39124445790154
8.200000000000001,31.66488990716645
8.4,31.763572965899197
8.6,34.19057934845429
8.8,31.856780239617553
9,31.904493215918052
9.200000000000001,32.644171091327735
9.4,29.666555091092746
9.600000000000001,29.181628710694245
9.8,34.564253234956944
10,29.569509239738732
10.200000000000001,30.349735157790334
10.4,33.17571039417432
10.600000000000001,30.324013911451
10.8,33.36721473947167
11,35.13703256073452
11.200000000000001,30.423685622802022
11.4,32.52752461289918
11.600000000000001,30.247111515442082
11.8,34.25183381815745
12,29.68009896474403
12.200000000000001,31.084968969094756
12.4,31.437507484119052
12.600000000000001,30.50802508764396
12.8,29.74936990811617
13,29.540383122706572
13.200000000000001,30.325745259076555
13.4,32.20393035912654
13.600000000000001,33.15510457363307
13.8,31.113524949095382
14,33.17953491567568
14.200000000000001,28.926210377054147
14.4,33.863905804762645
14.600000000000001,30.19278436171715
14.8,30.935132975079046
15,32.885481718981715
15.200000000000001,29.29631640327882
15.4,32.06644066440505
15.600000000000001,30.707483843254206
15.8,33.34613529170776
16,34.313396788546875
16.2,29.626034542350855
16.400000000000002,30.246945746012
16.6,31.202401315791104
16.8,33.506789533051396
17,30.271477491597064
17.2,28.171572747639406
17.400000000000002,31.522409538506185
17.6,29.542348184230914
17.8,32.71742922077358
18,32.34371780929331
18.2,31.029214157777403
18.400000000000002,30.982589377799943
18.6,28.1473147011785
18.8,32.6945993313887
19,32.77511241731035
19.200000000000003,30.746568783266795
19.400000000000002,30.837402349772564
19.6,32.25813538667078
19.8,34.56646649560576
20,33.58630096294935
20.200000000000003,33.86757819375003
20.400000000000002,32.793753667281536
20.6,32.03578261064187
20.8,31.120214381409934
21,36.19198552981003
21.200000000000003,34.68390651033395
21.400000000000002,29.729067409894828
21.6,31.618851949993655
21.8,32.24649197638066
22,32.73017868085963
22.200000000000003,31.042186237637484
22.400000000000002,35.00907428875402
22.6,32.250976784339
22.8,29.767028196524464
23,28.240808078807273
23.200000000000003,32.9712240302274
23.400000000000002,31.498542554635222
23.6,29.914309356775718
23.8,33.27336047768474
24,32.69014778833809
24.200000000000003,30.955345399151497
24.400000000000002,30.472243713696162
24.6,31.048393654607896
24.8,30.54451789055428
25,28.899430336505855
25.200000000000003,30.53284934507501
25.400000000000002,32.508048583913364
25.6,34.01658235129357
25.8,30.715003318394153
26,32.010036165345454
26.200000000000003,31.229885085881335
26.400000000000002,31.539768191877283
26.6,33.85831006013641
26.8,33.28120033135621
27,31.213728390050544
27.200000000000003,33.948285320996995
27.400000000000002,31.90789713024168
27.6,30.722707161110737
27.8,34.1095279632749
28,30.794606083667187
28.200000000000003,31.556348722907263
28.400000000000002,31.523470267257494
28.6,31.101343567163564
28.8,31.240866359416824
29,34.23387432316397
29.200000000000003,30.61808073070192
29.400000000000002,32.31454794010843
29.6,31.690312746814612
29.8,34.25776601696937
30,33.606683310357674
30.200000000000003,29.601281681724405
30.400000000000002,32.06625948846811
30.6,31.832942841870235
30.8,35.33645550043892
31,35.85604622870813
31.200000000000003,31.105082050974843
31.400000000000002,34.54971188746472
31.6,28.766076027783825
31.8,30.324939417743803
32,31.154622622140167
32.2,31.709077464324945
32.4,32.88062608759824
32.6,31.966776046963446
32.800000000000004,32.7447491427735
33,30.218053289461
33.2,33.61173817549877
33.4,30.894199107461727
33.6,34.43794264617667
33.800000000000004,33.67131796524265
34,32.802793469460205
34.2,33.26888290838302
34.4,36.80533974481497
34.6,27.19341065933332
34.800000000000004,30.082851576222392
35,31.82687265200339
35.2,31.65284844545457
35.4,30.962523676835875
35.6,31.75708275272416
35.800000000000004,30.920731046156344
36,32.94048544388141
36.2,31.753139847174282
36.4,30.79653391466584
36.6,32.37986159237639
36.800000000000004,34.76992687316663
37,32.9884411918494
37.2,31.51681346812113
37.4,35.16961604389636
37.6,34.9774732775388
37.800000000000004,33.004211666235314
38,33.75087959227546
38.2,30.258280780364974
38.400000000000006,31.974209003674954
38.6,31.88951251121247
38.800000000000004,30.247899674175997
39,33.51643899585405
39.2,33.26535340569997
39.400000000000006,31.28936740842103
39.6,28.952404967964796
39.800000000000004,31.522305634770763
40,32.18895687272269
40.2,26.917293339807248
40.400000000000006,30.347703170802024
40.6,29.785386788353424
40.800000000000004,31.52598865446583
41,31.48229694061499
41.2,31.094166370980414
41.400000000000006,31.578984909244824
41.6,32.519349997978566
41.800000000000004,30.16975246677384
42,32.8116308765884
42.2,30.758613637421735
42.400000000000006,34.19235856200814
42.6,33.10546871552778
42.800000000000004,28.049224486189985
43,27.327268461920667
43.2,31.282943190221857
43.400000000000006,34.647461147012386
43.6,28.604256004700588
43.800000000000004,32.853488279436725
44,31.931700132602604
44.2,32.81289195495215
44.400000000000006,33.8640498537821
44.6,33.99423730760524
44.800000000000004,33.8618237284709
45,32.032119410363755
45.2,29.25524355026474
45.400000000000006,33.376976896781386
45.6,30.25615008461034
45.800000000000004,35.18440259371445
46,33.76063546722676
46.2,32.6112388202832
46.400000000000006,32.053575709640285
46.6,31.578944387629978
46.800000000000004,29.11664933771023
47,31.405042485071874
47.2,33.057370580917244
47.400000000000006,32.32940819437156
47.6,30.103516152611842
47.800000000000004,36.392845817509226
48,28.040724291935106
48.2,29.304492020136106
48.400000000000006,30.90628231395546
48.6,34.39311259128829
48.800000000000004,33.500095607091865
49,31.869717436170816
49.2,29.209541635429506
49.400000000000006,32.14297453380983
49.6,30.608533252091075
49.800000000000004,35.82678878163683
50,33.0856150877301
50.2,33.80530786673331
50.400000000000006,32.92542511788754
50.6,33.406567102850346
50.800000000000004,32.69462388873888
51,32.296313564086056
51.2,34.32420890360642
51.400000000000006,34.47532448656525
51.6,33.93760385240165
51.800000000000004,32.53723690680288
52,29.77980834243351
52.2,30.061728085093208
52.400000000000006,35.74735238888595
52.6,33.10423849150868
52.800000000000004,31.95293187500015
53,32.27612191874977
53.2,30.980947442615022
53.400000000000006,33.33587592516133
53.6,30.55328080964557
53.800000000000004,29.98149032914533
54,29.97083449981801
54.2,34.81217218404183
54.400000000000006,33.2897618890766
54.6,32.79818409339748
54.800000000000004,34.96493865135574
55,26.786881344406627
55.2,31.579709699153103
55.400000000000006,32.74921977023805
55.6,28.295021220067188
55.800000000000004,30.64010342139247
56,32.03493195361914
56.2,31.101689789669376
56.400000000000006,29.64413160668975
56.6,28.861423123923135
56.800000000000004,35.92384202878834
57,32.06260349687722
57.2,34.70553421986211
57.400000000000006,34.59252206947169
57.6,32.52336037876238
57.800000000000004,29.78072843865253
58,32.924358341046904
58.2,35.57921459119877
