eps,P,P_sem,Z_sim,Z_sem,Z_cs
0.0,35.406964322997375,0.12581245688857337,1.106467635093668,0.003931639277767918,1.7703339774987532
0.001,35.41799367092356,0.132626036851574,1.1068123022163612,0.004144563651611688,1.7703339774987532
0.01,35.490556998743585,0.12942005829175432,1.109079906210737,0.0040443768216173225,1.7703339774987532
0.05,35.34977223760072,0.1280860598561809,1.1046803824250224,0.004002689370505653,1.7703339774987532
0.1,35.46154197612732,0.1286550899305754,1.1081731867539788,0.004020471560330481,1.7703339774987532
0.5,35.4804129632404,0.12610986358002546,1.1087629051012624,0.003940933236875796,1.7703339774987532
1.0,35.878563351316515,0.12942221817866625,1.121205104728641,0.0040444443180833204,1.7703339774987532
5.0,43.62151265285825,0.15457600844982533,1.3631722704018203,0.004830500264057042,1.7703339774987532
